Date,Open,High,Low,Close,Adj Close,Volume
2022-07-25,97.879997,97.879997,96.849998,97.070000,93.094475,1672440
2022-07-26,97.290001,97.300003,96.430000,96.730003,92.768402,1269447
2022-07-27,96.510002,99.370003,96.459999,98.900002,94.849533,2221207
2022-07-28,99.480003,100.199997,99.110001,99.889999,95.798981,3301364
2022-07-29,100.300003,101.364998,100.099998,100.769997,96.642937,3122636
2022-08-01,100.680000,101.080002,99.089996,101.080002,96.940247,2374671
2022-08-02,100.989998,102.269997,100.430000,101.970001,97.793793,1905527
2022-08-03,101.250000,101.349998,100.239998,100.470001,96.355225,2021471
2022-08-04,101.070000,101.989998,100.870003,101.800003,97.630760,1916972
2022-08-05,101.589996,101.959999,101.129997,101.410004,97.256729,1551472
2022-08-08,101.080002,102.889999,101.029999,102.599998,98.397995,1662514
2022-08-09,102.190002,102.320000,100.739998,101.279999,97.132050,2629041
2022-08-10,101.279999,101.650002,100.059998,101.000000,96.863518,2880434
2022-08-11,101.400002,102.160004,100.180000,100.849998,96.719666,2725288
2022-08-12,100.150002,100.349998,99.459999,100.339996,96.230545,2721743
2022-08-15,100.430000,101.059998,100.160004,100.459999,96.345634,1503959
2022-08-16,101.099998,101.750000,100.550003,101.459999,97.304680,1989122
2022-08-17,100.400002,100.459999,99.620003,99.620003,97.559311,3400334
2022-08-18,99.970001,101.089996,99.680000,100.989998,98.900963,2811590
2022-08-19,101.050003,101.099998,99.550003,99.949997,97.882477,3405681
2022-08-22,99.309998,99.800003,98.809998,98.959999,96.912956,1796830
2022-08-23,98.500000,98.684998,97.019997,97.019997,95.013084,2354382
2022-08-24,97.250000,98.029999,97.160004,97.199997,95.189362,2155170
2022-08-25,97.529999,98.050003,96.650002,97.820000,95.796539,1706595
2022-08-26,98.199997,98.699997,97.650002,98.309998,96.276398,1915332
2022-08-29,96.529999,96.739998,95.620003,96.279999,94.288391,2107747
2022-08-30,96.410004,97.309998,96.320000,96.550003,94.552811,1833997
2022-08-31,96.559998,97.470001,96.050003,97.470001,95.453781,2916918
2022-09-01,95.870003,96.959999,94.650002,96.050003,94.063156,3228601
2022-09-02,96.099998,97.400002,96.059998,96.949997,94.944534,2183269
2022-09-05,97.480003,97.480003,95.904999,96.510002,94.513641,1963119
2022-09-06,96.220001,96.650002,96.110001,96.110001,94.121910,1676568
2022-09-07,96.010002,96.574997,94.050003,94.099998,92.153488,2876328
2022-09-08,94.669998,95.660004,93.849998,95.209999,93.240524,2701707
2022-09-09,95.769997,97.290001,94.339996,95.529999,93.553909,3030132
2022-09-12,96.000000,96.699997,95.629997,96.279999,94.288391,1596321
2022-09-13,97.000000,98.080002,96.739998,97.940002,95.914063,2343197
2022-09-14,95.629997,95.680000,94.430000,94.459999,92.506042,2958659
2022-09-15,94.849998,95.339996,94.660004,95.059998,93.093628,3364419
2022-09-16,94.550003,95.279999,94.044998,94.230003,92.280800,5980478
2022-09-19,94.250000,95.029999,94.250000,94.660004,92.701912,1474030
2022-09-20,95.949997,96.800003,95.660004,96.529999,94.533226,2389248
2022-09-21,96.279999,96.279999,95.080002,95.449997,93.475563,1946963
2022-09-23,94.519997,94.889999,93.400002,93.639999,91.703003,2720087
2022-09-26,92.599998,93.980003,92.279999,93.610001,91.673622,2274251
2022-09-27,93.940002,94.339996,92.974998,93.430000,91.497353,2709362
2022-09-28,92.500000,93.000000,91.790001,92.540001,90.625763,2433767
2022-09-29,93.830002,94.190002,93.120003,93.120003,91.193764,2094138
2022-09-30,93.220001,93.230003,90.260002,90.699997,88.823814,3741428
2022-10-03,91.150002,91.370003,89.660004,90.610001,88.735680,2038034
2022-10-04,92.000000,94.870003,91.889999,94.790001,92.829216,3030551
2022-10-05,95.989998,97.599998,95.790001,97.290001,95.277504,3870008
2022-10-06,96.599998,97.080002,96.070000,96.879997,94.875984,2055834
2022-10-07,94.989998,96.730003,94.889999,96.419998,94.425499,2455127
2022-10-10,95.360001,95.550003,94.440002,94.959999,92.995697,1721714
2022-10-11,95.300003,95.459999,93.830002,94.000000,92.055557,1981852
2022-10-12,94.250000,96.849998,94.150002,96.290001,94.298187,2662711
2022-10-13,97.400002,99.339996,96.959999,98.129997,96.100121,3321019
2022-10-14,99.760002,99.949997,98.849998,98.900002,96.854202,2313393
2022-10-17,98.730003,98.879997,97.915001,98.089996,96.060951,1600452
2022-10-18,99.470001,100.000000,98.650002,99.779999,97.715996,2472383
2022-10-19,100.300003,100.800003,100.000000,100.480003,98.401520,2337497
2022-10-20,99.790001,100.845001,99.559998,100.769997,98.685516,2969685
2022-10-21,100.000000,100.480003,98.379997,99.279999,97.226334,3151996
2022-10-24,101.099998,101.180000,99.739998,100.480003,98.401520,1627347
2022-10-25,101.500000,101.919998,100.690002,101.779999,99.674622,1902730
2022-10-26,102.000000,102.570000,101.599998,102.000000,99.890076,1915194
2022-10-27,103.199997,103.550003,99.790001,102.419998,100.301384,2830132
2022-10-28,103.180000,103.540001,102.820000,103.220001,101.084839,2426561
2022-10-31,104.220001,105.000000,103.815002,104.680000,102.514633,3084095
2022-11-01,104.750000,106.050003,103.820000,106.050003,103.856300,2628163
2022-11-02,106.059998,106.800003,105.220001,105.970001,103.777954,2073713
2022-11-03,104.760002,104.900002,103.959999,104.500000,102.338356,2143283
2022-11-04,103.769997,103.989998,102.529999,103.050003,100.918358,2787631
2022-11-07,103.980003,103.989998,102.500000,103.080002,100.947739,1717044
2022-11-08,103.540001,104.830002,103.300003,104.480003,102.318779,1872728
2022-11-09,104.500000,105.250000,103.769997,104.769997,102.602768,1990001
2022-11-10,105.430000,105.430000,103.849998,104.040001,101.887878,2073110
2022-11-11,106.400002,106.400002,104.970001,105.809998,103.621262,3384469
2022-11-14,105.489998,105.489998,103.904999,105.099998,102.925949,1919104
2022-11-15,105.800003,107.449997,105.529999,106.480003,104.277405,2427583
2022-11-16,105.190002,105.470001,103.419998,104.580002,102.416710,2941625
2022-11-17,105.919998,105.919998,105.000000,105.639999,103.454781,2655083
2022-11-18,105.550003,106.230003,105.160004,105.820000,103.631058,3028383
2022-11-21,106.599998,107.125000,106.220001,106.580002,104.375336,2766456
2022-11-22,106.739998,107.870003,106.629997,107.500000,105.276306,2395517
2022-11-23,108.000000,108.290001,107.739998,108.070000,105.834511,1932908
2022-11-24,108.070000,108.320000,107.570000,108.010002,105.775757,1691775
2022-11-25,108.199997,109.199997,107.919998,109.199997,106.941132,2163400
2022-11-28,108.750000,109.059998,108.129997,108.480003,106.236038,1928931
2022-11-29,108.260002,108.430000,107.510002,108.089996,105.854095,1650824
2022-11-30,108.379997,108.709999,107.430000,107.860001,105.628860,5911776
2022-12-01,108.480003,108.989998,108.080002,108.419998,106.177269,1369948
2022-12-02,108.400002,108.400002,106.419998,106.949997,104.737679,3451688
2022-12-05,107.330002,107.709999,106.900002,106.940002,104.727890,1433376
2022-12-06,106.529999,107.750000,106.320000,106.440002,104.238235,2016506
2022-12-07,105.550003,106.339996,104.570000,105.550003,103.366646,2903191
2022-12-08,105.940002,105.989998,104.900002,105.349998,103.170776,1828854
2022-12-09,105.300003,105.680000,104.529999,104.980003,102.808434,2054672
2022-12-12,105.000000,105.480003,104.610001,105.389999,103.209946,1353473
2022-12-13,106.330002,107.199997,105.900002,106.440002,104.238235,2662642
2022-12-14,106.620003,107.059998,105.839996,106.919998,104.708298,1959240
2022-12-15,106.699997,107.690002,106.220001,106.800003,104.590782,2244376
2022-12-16,106.059998,106.290001,105.160004,105.980003,103.787750,5159674
2022-12-19,105.000000,105.760002,104.750000,105.629997,103.444984,1136661
2022-12-20,105.809998,106.110001,104.930000,105.330002,103.151192,1662006
2022-12-21,106.010002,106.279999,104.730003,104.730003,102.563606,2285186
2022-12-22,105.349998,106.110001,105.320000,105.620003,103.435196,1462993
2022-12-23,104.699997,104.959999,104.209999,104.820000,102.651741,1367754
2022-12-28,104.419998,104.550003,102.760002,103.099998,100.967316,1666602
2022-12-29,103.139999,103.320000,101.849998,102.080002,99.968422,1718922
2022-12-30,102.550003,103.150002,102.550003,102.599998,100.477661,1537609
2023-01-03,103.730003,103.900002,100.209999,101.050003,98.959724,1709983
2023-01-04,101.500000,103.290001,101.059998,103.139999,101.006493,2276220
2023-01-05,103.559998,104.699997,103.209999,103.320000,101.182770,1693577
2023-01-06,102.879997,103.570000,102.519997,103.180000,101.045662,2450188
2023-01-09,103.879997,104.285004,103.269997,103.320000,101.182770,1048736
2023-01-10,102.809998,104.050003,102.599998,103.320000,101.182770,1075679
2023-01-11,103.699997,103.879997,103.000000,103.529999,101.388420,1092327
2023-01-12,104.300003,105.349998,103.790001,105.180000,103.004295,2087584
2023-01-13,105.650002,107.059998,105.589996,106.500000,104.296989,1929496
2023-01-16,106.690002,107.589996,106.330002,107.349998,105.129402,1250653
2023-01-17,107.300003,107.949997,107.080002,107.440002,105.217545,2328626
2023-01-18,107.559998,108.000000,106.870003,107.650002,105.423203,1756089
2023-01-19,108.230003,108.830002,107.230003,108.739998,106.490654,2196287
2023-01-20,108.699997,109.150002,108.379997,108.660004,106.412308,3741095
